condition_id,trial_id,n_anchors,gauge,dof,sigma_r_mm,sigma_deploy_mm,sigma_v_mm,rmse_anchor_abs_mm,rmse_anchor_abs_h_mm,rmse_anchor_abs_v_mm,rmse_anchor_shape_mm,rmse_anchor_shape_h_mm,rmse_anchor_shape_v_mm,converged,rigidity_ok,iterations,rigidity_min_singular,rigidity_cond,rms_residual_mm,compute_time_s,r_max_mm
0,13,8,known,3,30.0,300.0,150.0,900.1254534657371,10.164645670866628,900.0680596239846,587.0963825463525,9.403891663832795,587.0210636941301,1.0,1.0,113.0,701.5452771266047,361.4119554618072,27.52155495088054,0.03560638300041319,150000.0
0,14,8,known,3,30.0,300.0,150.0,1281.309413412582,48.10873183590566,1280.4059367328925,620.4858534890707,24.329420166394517,620.0086884023704,1.0,1.0,38.0,703.2504652016253,359.92527809548847,26.250556778136414,0.011388742001145147,150000.0
0,15,8,known,3,30.0,300.0,150.0,591.8113900303795,18.01153655782559,591.5372396734766,469.11812968964364,10.966318491696418,468.9899353528261,1.0,1.0,61.0,1153.4475782269672,218.3654147281741,24.759100759505163,0.018630860999110155,150000.0
0,16,8,known,3,30.0,300.0,150.0,1474.4312074514403,43.877271002744536,1473.7781958612577,956.4806143295256,21.169845037096888,956.2463088813947,1.0,1.0,162.0,1022.7992448161478,245.44300619282004,20.128370190211587,0.055618712001887616,150000.0
0,17,8,known,3,30.0,300.0,150.0,887.6466867179913,18.834181441342416,887.4468513949793,871.4775458682896,15.134285581700253,871.3461231637793,1.0,1.0,31.0,1253.4855043815292,202.27331061521795,31.777533875894864,0.018663126000319608,150000.0
0,18,8,known,3,30.0,300.0,150.0,1238.420438786187,24.337333026003346,1238.1812780948328,490.2750449984835,10.354621757725308,490.1656878612776,1.0,1.0,59.0,1727.9520791296086,146.0913403071109,26.932393406543973,0.021114860002853675,150000.0
0,19,8,known,3,30.0,300.0,150.0,1076.1227596133892,42.266293090018436,1075.2924040587125,580.8841492473747,27.116884117574987,580.2508676793169,1.0,1.0,30.0,1601.8524506292158,157.41718656175783,19.483009619033353,0.0063698730009491555,150000.0
0,20,8,known,3,30.0,300.0,150.0,687.1306748671756,16.1783678564949,686.9401900871138,570.0820024529652,12.464591883674446,569.9457197575538,1.0,1.0,25.0,1087.471027812521,232.78412432737042,21.1057234439911,0.007411534999846481,150000.0
0,21,8,known,3,30.0,300.0,150.0,1212.6870596994486,21.454155161963428,1212.4972676211607,534.0831874383703,14.811482593731055,533.8777679279265,1.0,1.0,23.0,1660.7374735260557,151.91915324516697,22.83932927470324,0.007218008999188896,150000.0
0,22,8,known,3,30.0,300.0,150.0,163.92658661170955,24.572694814383777,162.07439177033945,138.7704561736326,17.238416848244277,137.69559357947605,1.0,1.0,109.0,1115.9609453794728,226.0510591193065,25.49502880568828,0.04784545399888884,150000.0
0,23,8,known,3,30.0,300.0,150.0,263.25155115465435,15.994099551248986,262.7652335543581,243.7976301930376,10.605917709322792,243.5668265533798,1.0,1.0,65.0,1074.4509422944693,234.90605901923175,27.61030168278559,0.02061401900209603,150000.0
0,24,8,known,3,30.0,300.0,150.0,1204.3833583180194,34.29520448068337,1203.8949757944083,781.7756262182479,16.088041646547165,781.6100720083593,1.0,1.0,32.0,943.0433717792747,268.97361553226744,27.522929906415506,0.010457422999024857,150000.0
