condition_id,trial_id,n_anchors,gauge,dof,sigma_r_mm,sigma_deploy_mm,sigma_v_mm,rmse_anchor_abs_mm,rmse_anchor_abs_h_mm,rmse_anchor_abs_v_mm,rmse_anchor_shape_mm,rmse_anchor_shape_h_mm,rmse_anchor_shape_v_mm,converged,rigidity_ok,iterations,rigidity_min_singular,rigidity_cond,rms_residual_mm,compute_time_s,r_max_mm,known_z_max_mm,height_pattern,unknown_z_std_mm
0,84,8,known,3,100.0,300.0,150.0,1288.182443491019,97.012281964222,1284.5242795940399,951.064273275337,68.60591912104995,948.5865694612701,1.0,1.0,59.0,771.8166212875715,327.1586923469535,53.34772716815801,0.09577079996233806,150000.0,1500.0,,0.0
0,85,8,known,3,100.0,300.0,150.0,1855.2687246584333,85.420145798934,1853.3012273743893,1327.5377698940042,53.51153648927926,1326.4588368877878,1.0,1.0,35.0,1069.9361114187293,236.33613182335532,59.92466873815283,0.054649600002449006,150000.0,1500.0,,0.0
0,86,8,known,3,100.0,300.0,150.0,151.80132581681727,55.18065576424225,141.41689343629253,137.9869311846222,38.4445208362553,132.523250772913,1.0,1.0,228.0,0.3967524485843837,636304.1755945206,70.55781169251553,0.2731556000071578,150000.0,1500.0,,0.0
0,87,8,known,3,100.0,300.0,150.0,4227.4742861218465,172.40325857652107,4223.957380970316,1595.506537926986,49.30850969715244,1594.7444257432608,1.0,1.0,28.0,2406.8760230758435,104.89136373210755,71.14324989154264,0.03616000001784414,150000.0,1500.0,,0.0
0,88,8,known,3,100.0,300.0,150.0,3451.1752833856,145.3607114103978,3448.1126867070247,1194.2552780169533,68.65337195622259,1192.2803292809922,1.0,1.0,112.0,2088.454425175505,120.74445471134693,85.85079492182042,0.21971810003742576,150000.0,1500.0,,0.0
0,89,8,known,3,100.0,300.0,150.0,1073.7210080408918,100.73488739144263,1068.9851662069882,771.5877718746292,54.60360555347267,769.6532569716155,1.0,1.0,38.0,654.9563796947026,384.97051085500686,51.283165016405654,0.05740319995675236,150000.0,1500.0,,0.0
0,90,8,known,3,100.0,300.0,150.0,4292.814611901869,181.07598340702546,4288.993912375182,968.3420424525638,57.03363697456297,966.6609930242643,1.0,1.0,55.0,2490.1443246198555,101.49794221942125,69.91407291656859,0.11730709997937083,150000.0,1500.0,,0.0
0,91,8,known,3,100.0,300.0,150.0,848.8664777114452,69.46137890197865,846.0197478920165,755.736791393998,53.385437205816736,753.848852861659,1.0,1.0,61.0,519.7704827004394,486.12014761701386,82.67606397027659,0.11496119998628274,150000.0,1500.0,,0.0
0,92,8,known,3,100.0,300.0,150.0,2193.6330004826946,122.9966147979443,2190.182086849163,936.8363853833399,71.29987162696379,934.1192329055752,1.0,1.0,130.0,1275.590838722559,198.0106828461669,74.7183445174016,0.2534532999852672,150000.0,1500.0,,0.0
0,93,8,known,3,100.0,300.0,150.0,944.1388424909059,69.01170396542493,941.6132638274888,751.5893236521018,60.2177451825594,749.173100553505,1.0,1.0,80.0,545.3367579580702,461.130853976155,94.69757848179766,0.1057950000395067,150000.0,1500.0,,0.0
0,94,8,known,3,100.0,300.0,150.0,3568.59015417264,126.77339113823773,3566.3376446653524,908.9316016471918,39.15089151175947,908.0880266619332,1.0,1.0,43.0,2011.557893958304,125.31683598810748,74.68251236360939,0.1552003999822773,150000.0,1500.0,,0.0
0,95,8,known,3,100.0,300.0,150.0,1925.8750548953929,99.84508000295182,1923.2851289051075,1344.5576819043456,53.05138409472716,1343.5106663564754,1.0,1.0,44.0,1117.1213923666808,226.6735691770776,68.31224129464496,0.0902448000269942,150000.0,1500.0,,0.0
0,96,8,known,3,100.0,300.0,150.0,1746.8283209732433,82.63786829842145,1744.8725356533334,1449.9675616637967,69.51233361602763,1448.3003712464172,1.0,1.0,61.0,1034.432457298397,244.22817226736728,92.67740803593703,0.15163949999259785,150000.0,1500.0,,0.0
0,97,8,known,3,100.0,300.0,150.0,2709.8507230049668,103.83012590953834,2707.860824696157,797.5928769124082,55.79965387048895,795.6386088729893,1.0,1.0,65.0,1645.3424404805037,153.70089363510462,69.45829105129215,0.15885189996333793,150000.0,1500.0,,0.0
